,,,2021q2,2021q4,2021q3,2022q2,2022q4,2022q3,2021q1,2022q1
MICROSOFT CORP,CF,ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,15016000000.0,8862000000.0,51792000000.0,1099000000.0,6662000000.0,16451000000.0,15264000000.0,5253000000.0
MICROSOFT CORP,CF,NetCashProvidedByUsedInInvestingActivities,-9684000000.0,-3250000000.0,-27577000000.0,-16171000000.0,-3132000000.0,-30311000000.0,-1669000000.0,-1161000000.0
MICROSOFT CORP,CF,GainLossOnInvestmentsAndDerivativeInstruments,351000000.0,364000000.0,1249000000.0,-105000000.0,22000000.0,409000000.0,354000000.0,307000000.0
MICROSOFT CORP,CF,RepaymentsOfDebtMaturingInMoreThanThreeMonths,500000000.0,4826000000.0,3750000000.0,4197000000.0,1000000000.0,9023000000.0,3250000000.0,0.0
MICROSOFT CORP,CF,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,-730000000.0,4941000000.0,648000000.0,-8106000000.0,8953000000.0,-293000000.0,-2773000000.0,1439000000.0
MICROSOFT CORP,CF,IncreaseDecreaseInOtherNoncurrentAssets,885000000.0,598000000.0,3459000000.0,724000000.0,666000000.0,2805000000.0,1499000000.0,908000000.0
MICROSOFT CORP,IS,GeneralAndAdministrativeExpense,1327000000.0,1287000000.0,5107000000.0,1480000000.0,1398000000.0,5900000000.0,1139000000.0,1384000000.0
MICROSOFT CORP,IS,IncomeTaxExpenseBenefit,1779000000.0,19000000.0,9831000000.0,3462000000.0,4016000000.0,10978000000.0,2874000000.0,3750000000.0
MICROSOFT CORP,IS,ResearchAndDevelopmentExpense,5204000000.0,5599000000.0,20716000000.0,6306000000.0,6628000000.0,24512000000.0,4899000000.0,5758000000.0
MICROSOFT CORP,IS,SellingAndMarketingExpense,5082000000.0,4547000000.0,20117000000.0,5595000000.0,5126000000.0,21825000000.0,4947000000.0,5379000000.0
MICROSOFT CORP,IS,CostOfGoodsAndServicesSold,13045000000.0,13646000000.0,52232000000.0,15615000000.0,15452000000.0,62650000000.0,14194000000.0,16960000000.0
MICROSOFT CORP,IS,NonoperatingIncomeExpense,188000000.0,286000000.0,1186000000.0,-174000000.0,54000000.0,333000000.0,440000000.0,268000000.0
MICROSOFT CORP,IS,WeightedAverageNumberOfSharesOutstandingBasic,7539000000.0,7513000000.0,7547000000.0,7504000000.0,7457000000.0,7496000000.0,7561000000.0,7505000000.0
MICROSOFT CORP,IS,WeightedAverageNumberOfDilutedSharesOutstanding,7597000000.0,7567000000.0,7608000000.0,7552000000.0,7485000000.0,7540000000.0,7616000000.0,7555000000.0
MICROSOFT CORP,IS,EarningsPerShareDiluted,2.03,2.71,8.05,2.22,2.35,9.65,2.03,2.48
MICROSOFT CORP,IS,GrossProfit,28661000000.0,31671000000.0,115856000000.0,33745000000.0,34670000000.0,135620000000.0,28882000000.0,34768000000.0
MICROSOFT CORP,IS,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,17236000000.0,20524000000.0,71102000000.0,,,,18337000000.0,
MICROSOFT CORP,IS,NetIncomeLoss,15457000000.0,20505000000.0,61271000000.0,16728000000.0,17556000000.0,72738000000.0,29356000000.0,18765000000.0
MICROSOFT CORP,IS,EarningsPerShareBasic,2.05,2.73,8.12,2.23,2.35,9.7,3.88,2.5
MICROSOFT CORP,IS,OperatingIncomeLoss,17048000000.0,20238000000.0,69916000000.0,20364000000.0,21518000000.0,83383000000.0,17897000000.0,22247000000.0
MICROSOFT CORP,IS,RevenueFromContractWithCustomerExcludingAssessedTax,41706000000.0,45317000000.0,168088000000.0,49360000000.0,50122000000.0,198270000000.0,43076000000.0,51728000000.0
MICROSOFT CORP,CI,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,-218000000.0,-119000000.0,873000000.0,-37000000.0,-775000000.0,-1146000000.0,741000000.0,-103000000.0
MICROSOFT CORP,CI,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,-1905000000.0,-539000000.0,-1374000000.0,-2913000000.0,-2665000000.0,-6500000000.0,257000000.0,-846000000.0
MICROSOFT CORP,CI,OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTax,18000000.0,2000000.0,19000000.0,6000000.0,7000000.0,6000000.0,8000000.0,0.0
MICROSOFT CORP,CI,NetIncomeLoss,15457000000.0,20505000000.0,61271000000.0,16728000000.0,17556000000.0,72738000000.0,29356000000.0,18765000000.0
MICROSOFT CORP,CI,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,-1705000000.0,-422000000.0,-2266000000.0,-2882000000.0,-1897000000.0,-5360000000.0,-492000000.0,-743000000.0
MICROSOFT CORP,CI,ComprehensiveIncomeNetOfTax,13552000000.0,19966000000.0,59897000000.0,13815000000.0,14891000000.0,66238000000.0,15720000000.0,17919000000.0
NETFLIX INC,CP,EntityCommonStockSharesOutstanding,443383732.0,442952194.0,442595888.0,444273850.0,445020494.0,444705591.0,442895261.0,443963107.0
NETFLIX INC,BS,LiabilitiesCurrent,7961770000.0,8049246000.0,7832888000.0,7739656000.0,7765924000.0,7500022000.0,7805785000.0,8488966000.0
NETFLIX INC,BS,CommonStockSharesIssued,443383732.0,442952194.0,442595888.0,444273850.0,445020494.0,444705591.0,442895261.0,443963107.0
NETFLIX INC,BS,CommitmentsAndContingencies,,,,,,,,
NETFLIX INC,BS,ContentLiabilitiesNoncurrent,2465626000.0,2301026000.0,2265286000.0,2945221000.0,2955368000.0,2989961000.0,2618084000.0,3094213000.0
NETFLIX INC,BS,ShortTermBorrowings,698788000.0,699473000.0,699128000.0,0.0,0.0,0.0,499878000.0,699823000.0
NETFLIX INC,BS,OtherAssetsCurrent,1703803000.0,1889106000.0,1826746000.0,2089069000.0,2703170000.0,2021329000.0,1556030000.0,2042021000.0
NETFLIX INC,BS,CommonStockValue,3600084000.0,3852531000.0,3721246000.0,4155580000.0,4473962000.0,4316870000.0,3447698000.0,4024561000.0
NETFLIX INC,BS,Liabilities,27238934000.0,27425240000.0,27107098000.0,27786865000.0,27034046000.0,27274961000.0,28215119000.0,28735415000.0
NETFLIX INC,BS,AccruedLiabilitiesCurrent,1291812000.0,1413120000.0,1125591000.0,1817117000.0,1803555000.0,1596035000.0,1102196000.0,1449351000.0
NETFLIX INC,BS,StockholdersEquity,12884080000.0,15314617000.0,13863871000.0,17544039000.0,20528141000.0,19075974000.0,11065240000.0,15849248000.0
NETFLIX INC,BS,LiabilitiesAndStockholdersEquity,40123014000.0,42739857000.0,40970969000.0,45330904000.0,47562187000.0,46350935000.0,39280359000.0,44584663000.0
NETFLIX INC,BS,CashAndCashEquivalentsAtCarryingValue,8403705000.0,7526681000.0,7777530000.0,6008946000.0,6113733000.0,5819449000.0,8205550000.0,6027804000.0
NETFLIX INC,BS,OtherLiabilitiesNoncurrent,1950986000.0,2281277000.0,2082035000.0,2567427000.0,2424637000.0,2551675000.0,1982155000.0,2459164000.0
NETFLIX INC,BS,AssetsCurrent,10107508000.0,9415787000.0,9604276000.0,8098015000.0,8816903000.0,7840778000.0,9761580000.0,8069825000.0
NETFLIX INC,BS,ContractWithCustomerLiabilityCurrent,1140271000.0,1182632000.0,1187364000.0,1239048000.0,1176323000.0,1224743000.0,1117992000.0,1209342000.0
NETFLIX INC,BS,ContentLiabilitiesCurrent,4297957000.0,4110962000.0,4197874000.0,4066289000.0,4225890000.0,4174966000.0,4429536000.0,4292967000.0
NETFLIX INC,BS,AccountsPayableCurrent,532942000.0,643059000.0,622931000.0,617202000.0,560156000.0,504278000.0,656183000.0,837483000.0
NETFLIX INC,BS,LongTermDebtNoncurrent,14860552000.0,14793691000.0,14926889000.0,14534561000.0,13888117000.0,14233303000.0,15809095000.0,14693072000.0
NETFLIX INC,BS,ContentAssetsNetNoncurrent,26043991000.0,28974045000.0,27291640000.0,31191920000.0,32777340000.0,32533199000.0,25383950000.0,30919539000.0
NETFLIX INC,BS,Assets,40123014000.0,42739857000.0,40970969000.0,45330904000.0,47562187000.0,46350935000.0,39280359000.0,44584663000.0
NETFLIX INC,BS,CommonStockSharesOutstanding,443383732.0,442952194.0,442595888.0,444273850.0,445020494.0,444705591.0,442895261.0,443963107.0
NETFLIX INC,BS,AccumulatedOtherComprehensiveIncomeLossNetOfTax,4137000.0,-19835000.0,9775000.0,-74170000.0,-247643000.0,-144476000.0,44398000.0,-40495000.0
NETFLIX INC,BS,CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
NETFLIX INC,BS,OtherAssetsNoncurrent,2956096000.0,3129911000.0,2967616000.0,4657206000.0,4595190000.0,4615038000.0,3174646000.0,4271846000.0
NETFLIX INC,BS,RetainedEarningsAccumulatedDeficit,9279859000.0,12081943000.0,10632872000.0,14286819000.0,17126012000.0,15727770000.0,7573144000.0,12689372000.0
NETFLIX INC,BS,PropertyPlantAndEquipmentNet,1015419000.0,1220114000.0,1107437000.0,1383763000.0,1372754000.0,1361920000.0,960183000.0,1323453000.0
NETFLIX INC,BS,CommonStockSharesAuthorized,4990000000.0,4990000000.0,4990000000.0,4990000000.0,4990000000.0,4990000000.0,4990000000.0,4990000000.0
NETFLIX INC,EQ,StockholdersEquity,12884080000.0,15314617000.0,13863871000.0,17544039000.0,20528141000.0,19075974000.0,11065240000.0,15849248000.0
NETFLIX INC,EQ,NetIncomeLoss,1706715000.0,1449071000.0,1353013000.0,1597447000.0,1398242000.0,1440951000.0,542156000.0,5116228000.0
NETFLIX INC,CF,OtherNoncashIncomeExpense,-72657000.0,-102211000.0,-108103000.0,-101968000.0,-102513000.0,-205374000.0,-293126000.0,-376777000.0
NETFLIX INC,CF,IncreaseDecreaseInOtherCurrentAssets,221555000.0,95145000.0,52373000.0,-41157000.0,120071000.0,-123399000.0,187623000.0,369681000.0
NETFLIX INC,CF,AdditionstoStreamingContentAssets,3284576000.0,4666237000.0,4096750000.0,3584164000.0,4582671000.0,4687011000.0,11779284000.0,17702202000.0
NETFLIX INC,CF,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,8436453000.0,7552968000.0,7804618000.0,6034501000.0,6140314000.0,5844409000.0,8238870000.0,6055111000.0
NETFLIX INC,CF,ProceedsFromStockOptionsExercised,48071000.0,18445000.0,67820000.0,13678000.0,29041000.0,24928000.0,,
NETFLIX INC,CF,DepreciationDepletionAndAmortization,35741000.0,70253000.0,38434000.0,74602000.0,85188000.0,83505000.0,115710000.0,208412000.0
NETFLIX INC,CF,IncreaseDecreaseInOtherNoncurrentAssetsAndLiabilitiesNet,61368000.0,11014000.0,72543000.0,167931000.0,4184000.0,-125040000.0,194075000.0,289099000.0
NETFLIX INC,CF,IncreaseDecreaseInAccruedLiabilities,177897000.0,269774000.0,-171430000.0,350763000.0,212072000.0,-238719000.0,198183000.0,180338000.0
NETFLIX INC,CF,IncreaseDecreaseInContractWithCustomerLiability,22279000.0,-4732000.0,47093000.0,16743000.0,-48420000.0,-10376000.0,193247000.0,91350000.0
NETFLIX INC,CF,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,-42138000.0,-63843000.0,23477000.0,-11448000.0,-180058000.0,-145198000.0,36050000.0,-86740000.0
NETFLIX INC,CF,NetCashProvidedByUsedInOperatingActivities,777266000.0,82379000.0,-63761000.0,922839000.0,556810000.0,102750000.0,2427077000.0,392610000.0
NETFLIX INC,CF,CostofServicesAmortizationofStreamingContentAssets,2719196000.0,2963051000.0,2806803000.0,3166365000.0,10081305000.0,6427713000.0,10806912000.0,12230367000.0
NETFLIX INC,CF,PaymentsForProceedsFromOtherInvestingActivities,4615000.0,21304000.0,1000000.0,0.0,0.0,0.0,7431000.0,26919000.0
NETFLIX INC,CF,IncreaseDecreaseInAccountsPayable,-137313000.0,24836000.0,72313000.0,-215444000.0,53875000.0,-122048000.0,-41605000.0,145115000.0
NETFLIX INC,CF,DeferredIncomeTaxExpenseBenefit,159733000.0,50967000.0,51127000.0,-68906000.0,-57797000.0,-115820000.0,,
NETFLIX INC,CF,ShareBasedCompensation,107230000.0,95078000.0,101583000.0,119209000.0,152062000.0,269601000.0,415180000.0,403220000.0
NETFLIX INC,CF,NetIncomeLoss,1706715000.0,1449071000.0,1353013000.0,1597447000.0,1398242000.0,1440951000.0,542156000.0,5116228000.0
NETFLIX INC,CF,ChangeInStreamingContentLiabilities,-266040000.0,-29246000.0,-312208000.0,-347149000.0,60867000.0,191228000.0,-757433000.0,232898000.0
NETFLIX INC,CF,ForeignCurrencyTransactionGainLossBeforeTax,253330000.0,136488000.0,-63074000.0,161821000.0,348458000.0,304513000.0,-533278000.0,430661000.0
NETFLIX INC,CF,RepaymentsOfLongTermDebt,500000000.0,0.0,0.0,700000000.0,0.0,0.0,,500000000.0
NETFLIX INC,CF,PaymentsToAcquirePropertyPlantAndEquipment,81001000.0,167327000.0,110278000.0,121158000.0,84960000.0,90018000.0,497923000.0,524585000.0
NETFLIX INC,CF,NetCashProvidedByUsedInFinancingActivities,-451929000.0,-81555000.0,-480273000.0,-686322000.0,4113000.0,11250000.0,1237311000.0,-1149776000.0
NETFLIX INC,CF,NetCashProvidedByUsedInInvestingActivities,-85616000.0,-188631000.0,-111278000.0,-245679000.0,-84960000.0,-158894000.0,-505354000.0,-1339853000.0
NETFLIX INC,CF,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,197583000.0,-251650000.0,-631835000.0,-20610000.0,295905000.0,-190092000.0,3195084000.0,-2183759000.0
NETFLIX INC,IS,GeneralAndAdministrativeExpense,297196000.0,321790000.0,334845000.0,397928000.0,373213000.0,807225000.0,1076486000.0,1351621000.0
NETFLIX INC,IS,IncomeTaxExpenseBenefit,327787000.0,211888000.0,240776000.0,382245000.0,223605000.0,182103000.0,437954000.0,723875000.0
NETFLIX INC,IS,ResearchAndDevelopmentExpense,525207000.0,563887000.0,537321000.0,657530000.0,662739000.0,1374376000.0,,
NETFLIX INC,IS,NonoperatingIncomeExpense,269086000.0,96135000.0,-62519000.0,195645000.0,261404000.0,220226000.0,-618441000.0,411214000.0
NETFLIX INC,IS,WeightedAverageNumberOfSharesOutstandingBasic,443224000.0,442778000.0,443159000.0,444146000.0,444529000.0,444352000.0,440922000.0,443155000.0
NETFLIX INC,IS,EarningsPerShareDiluted,3.75,3.19,2.97,3.53,3.1,3.2,1.19,11.24
NETFLIX INC,IS,WeightedAverageNumberOfDilutedSharesOutstanding,455641000.0,454925000.0,455129000.0,452984000.0,451168000.0,451578000.0,454208000.0,455372000.0
NETFLIX INC,IS,CostOfRevenue,3868511000.0,4206589000.0,4018008000.0,4284705000.0,4788665000.0,8975460000.0,15276319000.0,17332683000.0
NETFLIX INC,IS,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,2034502000.0,,1593789000.0,,,,3199349000.0,
NETFLIX INC,IS,NetIncomeLoss,1706715000.0,1449071000.0,1353013000.0,1597447000.0,1398242000.0,1440951000.0,542156000.0,5116228000.0
NETFLIX INC,IS,EarningsPerShareBasic,3.85,3.27,3.05,3.6,3.14,3.24,6.26,11.55
NETFLIX INC,IS,OperatingIncomeLoss,1959856000.0,1755253000.0,1847630000.0,1971626000.0,1533018000.0,1578283000.0,4585289000.0,6194509000.0
NETFLIX INC,IS,Revenues,7163282000.0,7483467000.0,7341777000.0,7867767000.0,7925589000.0,15837908000.0,24996056000.0,29697844000.0
NETFLIX INC,IS,MarketingExpense,512512000.0,635948000.0,603973000.0,555978000.0,567954000.0,1130938000.0,2228362000.0,2545146000.0
NETFLIX INC,IS,InterestExpense,194440000.0,190429000.0,191322000.0,187579000.0,172575000.0,175455000.0,767499000.0,765620000.0
NETFLIX INC,CI,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,-40261000.0,-29610000.0,5638000.0,-33675000.0,-103167000.0,-70306000.0,67919000.0,-84893000.0
NETFLIX INC,CI,NetIncomeLoss,1706715000.0,1449071000.0,1353013000.0,1597447000.0,1398242000.0,1440951000.0,542156000.0,5116228000.0
NETFLIX INC,CI,ComprehensiveIncomeNetOfTax,1666454000.0,1419461000.0,1358651000.0,1563772000.0,1295075000.0,1370645000.0,2829314000.0,5031335000.0
NVIDIA CORP,CP,EntityCommonStockSharesOutstanding,623000000.0,2500000000.0,2500000000.0,2500000000.0,2460000000.0,2490000000.0,620000000.0,2510000000.0
NVIDIA CORP,BS,DebtCurrent,999000000.0,0.0,1000000000.0,,1249000000.0,1249000000.0,999000000.0,0.0
NVIDIA CORP,BS,PrepaidExpenseAndOtherAssetsCurrent,444000000.0,321000000.0,452000000.0,636000000.0,718000000.0,1175000000.0,239000000.0,366000000.0
NVIDIA CORP,BS,LiabilitiesCurrent,4004000000.0,3612000000.0,4448000000.0,5562000000.0,6855000000.0,7573000000.0,3925000000.0,4335000000.0
NVIDIA CORP,BS,CommitmentsAndContingencies,,,,,,,,
NVIDIA CORP,BS,CommonStockValue,1000000.0,3000000.0,3000000.0,3000000.0,2000000.0,2000000.0,1000000.0,3000000.0
NVIDIA CORP,BS,IntangibleAssetsNetExcludingGoodwill,2613000000.0,2454000000.0,2478000000.0,2211000000.0,1850000000.0,2036000000.0,2737000000.0,2339000000.0
NVIDIA CORP,BS,Liabilities,12022000000.0,16834000000.0,17503000000.0,18892000000.0,19139000000.0,19625000000.0,11898000000.0,17575000000.0
NVIDIA CORP,BS,Goodwill,4193000000.0,4302000000.0,4193000000.0,4365000000.0,4372000000.0,4372000000.0,4193000000.0,4349000000.0
NVIDIA CORP,BS,PreferredStockValueOutstanding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NVIDIA CORP,BS,AccruedLiabilitiesCurrent,1787000000.0,1948000000.0,1974000000.0,3563000000.0,4115000000.0,3903000000.0,1725000000.0,2552000000.0
NVIDIA CORP,BS,StockholdersEquity,18774000000.0,23798000000.0,21147000000.0,26320000000.0,21349000000.0,23851000000.0,16893000000.0,26612000000.0
NVIDIA CORP,BS,LiabilitiesAndStockholdersEquity,30796000000.0,40632000000.0,38650000000.0,45212000000.0,40488000000.0,43476000000.0,28791000000.0,44187000000.0
NVIDIA CORP,BS,CashAndCashEquivalentsAtCarryingValue,978000000.0,1288000000.0,5628000000.0,3887000000.0,2800000000.0,3013000000.0,847000000.0,1990000000.0
NVIDIA CORP,BS,OtherLiabilitiesNoncurrent,1414000000.0,1535000000.0,1396000000.0,1631000000.0,1785000000.0,1609000000.0,1375000000.0,1553000000.0
NVIDIA CORP,BS,TreasuryStockValue,11242000000.0,12038000000.0,11604000000.0,,,,10756000000.0,0.0
NVIDIA CORP,BS,AssetsCurrent,18127000000.0,25806000000.0,25806000000.0,29575000000.0,23223000000.0,27418000000.0,16055000000.0,28829000000.0
NVIDIA CORP,BS,AdditionalPaidInCapital,9280000000.0,10465000000.0,9745000000.0,10623000000.0,11565000000.0,10968000000.0,8721000000.0,10385000000.0
NVIDIA CORP,BS,AccountsPayableCurrent,1218000000.0,1664000000.0,1474000000.0,1999000000.0,1491000000.0,2421000000.0,1201000000.0,1783000000.0
NVIDIA CORP,BS,InventoryNet,1992000000.0,2233000000.0,2114000000.0,3163000000.0,4454000000.0,3889000000.0,1826000000.0,2605000000.0
NVIDIA CORP,BS,LongTermDebtNoncurrent,5964000000.0,10944000000.0,10943000000.0,10947000000.0,9701000000.0,9700000000.0,5964000000.0,10946000000.0
NVIDIA CORP,BS,Assets,30796000000.0,40632000000.0,38650000000.0,45212000000.0,40488000000.0,43476000000.0,28791000000.0,44187000000.0
NVIDIA CORP,BS,DeferredIncomeTaxAssetsNet,778000000.0,970000000.0,958000000.0,1784000000.0,2762000000.0,2225000000.0,806000000.0,1222000000.0
NVIDIA CORP,BS,AccumulatedOtherComprehensiveIncomeLossNetOfTax,14000000.0,9000000.0,8000000.0,-64000000.0,-123000000.0,-90000000.0,19000000.0,-11000000.0
NVIDIA CORP,BS,MarketableSecuritiesCurrent,11689000000.0,18010000000.0,14026000000.0,16451000000.0,10343000000.0,14024000000.0,10714000000.0,19218000000.0
NVIDIA CORP,BS,OperatingLeaseLiabilityNoncurrent,640000000.0,743000000.0,716000000.0,752000000.0,798000000.0,743000000.0,634000000.0,741000000.0
NVIDIA CORP,BS,OtherAssetsNoncurrent,2090000000.0,3761000000.0,2050000000.0,3505000000.0,3580000000.0,3340000000.0,2144000000.0,3841000000.0
NVIDIA CORP,BS,RetainedEarningsAccumulatedDeficit,20721000000.0,25359000000.0,22995000000.0,15758000000.0,9905000000.0,12971000000.0,18908000000.0,16235000000.0
NVIDIA CORP,BS,AccountsReceivableNetCurrent,3024000000.0,3954000000.0,3586000000.0,5438000000.0,4908000000.0,5317000000.0,2429000000.0,4650000000.0
NVIDIA CORP,BS,PropertyPlantAndEquipmentNet,2268000000.0,2509000000.0,2364000000.0,2916000000.0,3774000000.0,3233000000.0,2149000000.0,2778000000.0
NVIDIA CORP,BS,OperatingLeaseRightOfUseAsset,727000000.0,830000000.0,801000000.0,856000000.0,927000000.0,852000000.0,707000000.0,829000000.0
NVIDIA CORP,EQ,CommonStockDividendsPerShareDeclared,0.16,0.04,0.04,0.04,0.04,0.04,,
NVIDIA CORP,EQ,StockholdersEquity,18774000000.0,23798000000.0,21147000000.0,26320000000.0,21349000000.0,23851000000.0,16893000000.0,26612000000.0
NVIDIA CORP,EQ,DividendsCommonStockCash,99000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,395000000.0,399000000.0
NVIDIA CORP,EQ,NetIncomeLoss,1912000000.0,2464000000.0,2374000000.0,1618000000.0,2954000000.0,2274000000.0,4332000000.0,9752000000.0
NVIDIA CORP,EQ,AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,486000000.0,434000000.0,362000000.0,538000000.0,294000000.0,299000000.0,942000000.0,1904000000.0
NVIDIA CORP,EQ,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,433000000.0,552000000.0,465000000.0,573000000.0,749000000.0,644000000.0,1396000000.0,2001000000.0
NVIDIA CORP,EQ,OtherComprehensiveIncomeLossNetOfTax,-5000000.0,1000000.0,-6000000.0,-53000000.0,-112000000.0,-26000000.0,18000000.0,-30000000.0
NVIDIA CORP,EQ,StockIssuedDuringPeriodValueEmployeeStockOwnershipPlan,126000000.0,150000000.0,2000000.0,204000000.0,143000000.0,1000000.0,194000000.0,281000000.0
NVIDIA CORP,CF,OtherNoncashIncomeExpense,3000000.0,-25000000.0,-16000000.0,-23000000.0,27000000.0,-18000000.0,20000000.0,-47000000.0
NVIDIA CORP,CF,DepreciationAndAmortization,281000000.0,,567000000.0,,,,1098000000.0,
NVIDIA CORP,CF,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,978000000.0,1288000000.0,5628000000.0,3887000000.0,2800000000.0,3013000000.0,847000000.0,1990000000.0
NVIDIA CORP,CF,PaymentsForFinancedPropertyPlantAndEquipmentFinancingActivities,19000000.0,62000000.0,40000000.0,,,,17000000.0,83000000.0
